entity	entities
discoloration	discolorations
discolouration	discolourations
coloring	colorings
colouring	colourings
tinting	tintings
dyeing	dyeings
staining	stainings
environmentalism	environmentalisms
fixation	fixations
soiling	soilings
soilure	soilures
dirtying	dirtyings
maculation	maculations
contamination	contaminations
pollution	pollutions
wetting	wettings
submersion	submersions
immersion	immersions
ducking	duckings
dousing	dousings
drenching	drenchings
souse	souses
sousing	sousings
moistening	moistenings
dampening	dampenings
splash	splashes
splashing	splashings
watering	waterings
sprinkle	sprinkles
sprinkling	sprinklings
sparge	sparges
chew	chews
chewing	chewings
mastication	mastications
manduction	manductions
chomping	chompings
mumbling	mumblings
gumming	gummings
bruxism	bruxisms
defoliation	defoliations
motion	motions
movement	movements
approach	approaches
approaching	approachings
access	accesses
backdoor	backdoors
overshoot	overshoots
wave-off	waves-off
go-around	goes-around
progression	progressions
procession	processions
advance	advances
career	careers
march	marches
locomotion	locomotions
travel	travels
brachiation	brachiations
walking	walkings
ambulation	ambulations
amble	ambles
promenade	promenades
saunter	saunters
stroll	strolls
perambulation	perambulations
ramble	rambles
meander	meanders
constitutional	constitutionals
foot	feet
sleepwalking	sleepwalkings
somnambulism	somnambulisms
somnambulation	somnambulations
noctambulism	noctambulisms
noctambulation	noctambulations
somniloquy	somniloquys
somniloquism	somniloquisms
pace	paces
tread	treads
pas	pass
sidestep	sidesteps
gait	gaits
hitch	hitches
hobble	hobbles
limp	limps
rack	racks
single-foot	single-feet
trot	trots
dressage	dressages
curvet	curvets
vaulting	vaultings
piaffe	piaffes
canter	canters
lope	lopes
gallop	gallops
footstep	footsteps
hike	hikes
hiking	hikings
tramp	tramps
trudge	trudges
flounce	flounces
lurch	lurches
stagger	staggers
pacing	pacings
stalk	stalks
strut	struts
prance	prances
swagger	swaggers
lunge	lunges
waddle	waddles
marching	marchings
countermarch	countermarches
lockstep	locksteps
routemarch	routemarches
plodding	ploddings
plod	plods
prowl	prowls
moonwalk	moonwalks
turn	turns
shamble	shambles
shambling	shamblings
shuffle	shuffles
shuffling	shufflings
wading	wadings
walkabout	walkabouts
walk-through	walk-throughs
running	runnings
dogtrot	dogtrots
dash	dashes
sprint	sprints
crawl	crawls
crawling	crawlings
creep	creeps
creeping	creepings
circle	circles
circuit	circuits
traveling	travelings
travelling	travellings
circumnavigation	circumnavigations
peregrination	peregrinations
traversal	traversals
traverse	traverses
wandering	wanderings
roving	rovings
vagabondage	vagabondages
wayfaring	wayfarings
drifting	driftings
crossing	crossings
ford	fords
fording	fordings
tourism	tourisms
touristry	touristries
ecotourism	ecotourisms
driving	drivings
motoring	motorings
riding	ridings
roping	ropings
aviation	aviations
air	airs
nonstop	nonstops
redeye	redeyes
flying	flyings
acrobatics	acrobaticss
aerobatics	aerobaticss
stunting	stuntings
ballooning	balloonings
flyover	flyovers
fly-by	flies-by
flypast	flypasts
glide	glides
gliding	glidings
sailplaning	sailplanings
soaring	soarings
parachuting	parachutings
skydiving	skydivings
parasailing	parasailings
paragliding	paraglidings
overflight	overflights
solo	soli
sortie	sorties
GCA	GCAs
splashdown	splashdowns
takeoff	takeoffs
tailspin	tailspins
journey	journeys
journeying	journeyings
stage	stages
leg	legs
fare-stage	fare-stages
commute	commutes
ride	rides
mush	mushes
odyssey	odysseys
junket	junkets
transit	transits
joyride	joyrides
expedition	expeditions
campaign	campaigns
safari	safaris
exploration	explorations
digression	digressions
excursion	excursions
trek	treks
schlep	schleps
shlep	shleps
tour	tours
itineration	itinerations
pilgrimage	pilgrimages
jaunt	jaunts
outing	outings
sashay	sashays
junketing	junketings
voyage	voyages
cruise	cruises
sail	sails
lockage	lockages
spaceflight	spaceflights
spacefaring	spacefarings
seafaring	seafarings
luff	luffs
beat	beats
ministry	ministries
tack	tacks
navigation	navigations
cabotage	cabotages
boating	boatings
yachting	yachtings
bareboating	bareboatings
commuting	commutings
transport	transports
transferral	transferrals
conveyance	conveyances
transshipment	transshipments
airlift	airlifts
bringing	bringings
airdrop	airdrops
consignment	consignments
post	posts
serving	servings
relay	relays
carry	carries
pickup	pickups
packing	packings
backpacking	backpackings
piggyback	piggybacks
portage	portages
porterage	porterages
pursuit	pursuits
chase	chases
pursual	pursuals
following	followings
trailing	trailings
tracking	trackings
shadowing	shadowings
tailing	tailings
stalking	stalkings
insertion	insertions
intromission	intromissions
cannulation	cannulations
canulation	canulations
cannulization	cannulizations
cannulisation	cannulisations
canulization	canulizations
canulisation	canulisations
intubation	intubations
catheterization	catheterizations
catheterisation	catheterisations
instillation	instillations
instillment	instillments
instilment	instilments
enclosure	enclosures
enclosing	enclosings
envelopment	envelopments
inclosure	inclosures
boxing	boxings
encasement	encasements
incasement	incasements
injection	injections
transfusion	transfusions
perfusion	perfusions
rise	rises
ascent	ascents
ascension	ascensions
ascending	ascendings
levitation	levitations
funambulism	funambulisms
climb	climbs
mount	mounts
scaling	scalings
clamber	clambers
escalade	escalades
mountaineering	mountaineerings
Alpinism	Alpinisms
soar	soars
zoom	zooms
descent	descents
dive	dives
nosedive	nosedives
rappel	rappels
abseil	abseils
swoop	swoops
drop	drops
flop	flops
collapse	collapses
lowering	lowerings
swing	swings
swinging	swingings
vacillation	vacillations
reentry	reentries
remand	remands
slide	slides
coast	coasts
slippage	slippages
skid	skids
flow	flows
stream	streams
snowboarding	snowboardings
spillage	spillages
flood	floods
overflow	overflows
outpouring	outpourings
effusion	effusions
speed	speeds
speeding	speedings
hurrying	hurryings
acceleration	accelerations
quickening	quickenings
speedup	speedups
deceleration	decelerations
scud	scuds
scudding	scuddings
translation	translations
transplant	transplants
transplantation	transplantations
transplanting	transplantings
shifting	shiftings
motility	motilities
abduction	abductions
adduction	adductions
agitation	agitations
circumduction	circumductions
disturbance	disturbances
dart	darts
gesture	gestures
headshake	headshakes
headshaking	headshakings
jabbing	jabbings
poking	pokings
thrusting	thrustings
mudra	mudras
inclination	inclinations
inclining	inclinings
inversion	inversions
eversion	eversions
everting	evertings
upending	upendings
jerking	jerkings
jolt	jolts
saccade	saccades
bob	bobs
nod	nods
nutation	nutations
stoop	stoops
kneel	kneels
kneeling	kneelings
nystagmus	nystagmuss
rearrangement	rearrangements
reordering	reorderings
permutation	permutations
overtaking	overtakings
make	makes
reshuffle	reshuffles
reshuffling	reshufflings
riffle	riffles
twiddle	twiddles
prostration	prostrations
reach	reaches
stretch	stretches
reclining	reclinings
retraction	retractions
retroflection	retroflections
retroflexion	retroflexions
rotation	rotations
circumvolution	circumvolutions
feather	feathers
feathering	featherings
gyration	gyrations
whirling	whirlings
pivot	pivots
pronation	pronations
twirl	twirls
twisting	twistings
whirl	whirls
spiral	spirals
pirouette	pirouettes
birling	birlings
logrolling	logrollings
shutting	shuttings
sitting	sittings
posing	posings
squat	squats
squatting	squattings
sweep	sweeps
supination	supinations
wind	winds
winding	windings
vibration	vibrations
quiver	quivers
quivering	quiverings
wave	waves
reorientation	reorientations
reverse	reverses
turnabout	turnabouts
turnaround	turnarounds
u-turn	u-turns
shaking	shakings
joggle	joggles
jiggle	jiggles
stirring	stirrings
wag	wags
waggle	waggles
shake	shakes
worrying	worryings
rock	rocks
careen	careens
sway	sways
tilt	tilts
turnover	turnovers
waver	wavers
flutter	flutters
flicker	flickers
tremor	tremors
shudder	shudders
outreach	outreaches
standing	standings
span	spans
keystroke	keystrokes
wiggle	wiggles
wriggle	wriggles
squirm	squirms
diversion	diversions
deviation	deviations
deflection	deflections
deflexion	deflexions
divagation	divagations
right	rights
left	lefts
tacking	tackings
decrease	decreases
diminution	diminutions
step-down	step-downs
moderation	moderations
mitigation	mitigations
tapering	taperings
cutback	cutbacks
devaluation	devaluations
devitalization	devitalizations
devitalisation	devitalisations
evisceration	eviscerations
extenuation	extenuations
palliation	palliations
spasmolysis	spasmolyses
easing	easings
easement	easements
alleviation	alleviations
relief	reliefs
de-escalation	de-escalations
detente	detentes
liberalization	liberalizations
liberalisation	liberalisations
relaxation	relaxations
minimization	minimizations
minimisation	minimisations
depletion	depletions
consumption	consumptions
expenditure	expenditures
burnup	burnups
exhaustion	exhaustions
compression	compressions
compressing	compressings
squeezing	squeezings
tweak	tweaks
decompression	decompressions
decompressing	decompressings
condensing	condensings
condensation	condensations
thickening	thickenings
inspissation	inspissations
crush	crushes
crunch	crunches
compaction	compactions
grind	grinds
mill	mills
expression	expressions
extrusion	extrusions
shortening	shortenings
abbreviation	abbreviations
cutting	cuttings
severance	severances
severing	severings
clipping	clippings
snip	snips
haircut	haircuts
trim	trims
pruning	prunings
shearing	shearings
sheepshearing	sheepshearings
shrinking	shrinkings
miniaturization	miniaturizations
miniaturisation	miniaturisations
subtraction	subtractions
deduction	deductions
bite	bites
withholding	withholdings
abatement	abatements
attrition	attritions
deflation	deflations
discount	discounts
rollback	rollbacks
weakening	weakenings
wilt	wilts
wilting	wiltings
dilution	dilutions
thinning	thinnings
increase	increases
step-up	step-ups
addition	additions
retrofit	retrofits
appreciation	appreciations
depreciation	depreciations
surge	surges
upsurge	upsurges
fluoridation	fluoridations
fluoridization	fluoridizations
fluoridisation	fluoridisations
augmentation	augmentations
amplification	amplifications
contraction	contractions
expansion	expansions
enlargement	enlargements
dilation	dilations
dilatation	dilatations
vasodilation	vasodilations
distention	distentions
distension	distensions
stretching	stretchings
tension	tensions
escalation	escalations
maximization	maximizations
maximisation	maximisations
maximation	maximations
inflation	inflations
magnification	magnifications
exaggeration	exaggerations
extension	extensions
spread	spreads
spreading	spreadings
circulation	circulations
recirculation	recirculations
dispersion	dispersions
dispersal	dispersals
dissemination	disseminations
diffusion	diffusions
crop-dusting	crop-dustings
spraying	sprayings
scatter	scatters
scattering	scatterings
strewing	strewings
contracture	contractures
hyperextension	hyperextensions
tetanus	tetanuss
truncation	truncations
vaginismus	vaginismuss
annotation	annotations
annotating	annotatings
supplementation	supplementations
subjunction	subjunctions
subjoining	subjoinings
accumulation	accumulations
accrual	accruals
accruement	accruements
buildup	buildups
deposit	deposits
repositing	repositings
reposition	repositions
storage	storages
warehousing	warehousings
stockpiling	stockpilings
inclusion	inclusions
incorporation	incorporations
aggrandizement	aggrandizements
aggrandisement	aggrandisements
elevation	elevations
self-aggrandizement	self-aggrandizements
self-aggrandisement	self-aggrandisements
strengthening	strengthenings
intensification	intensifications
roughness	roughnesses
aggravation	aggravations
exacerbation	exacerbations
concentration	concentrations
pervaporation	pervaporations
focalization	focalizations
focalisation	focalisations
focusing	focusings
refocusing	refocusings
breakage	breakages
breaking	breakings
rupture	ruptures
smashing	smashings
shattering	shatterings
fracture	fractures
crack	cracks
cracking	crackings
chip	chips
chipping	chippings
splintering	splinterings
explosion	explosions
burst	bursts
detonation	detonations
percussion	percussions
fulmination	fulminations
burning	burnings
